项目名称,项目URL,提交ID,提交者,提交时间,提交信息,提交链接
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,1322922,Ivan Gromov,2025-12-04T20:42:53Z,Add kt356 Mini (#25781)  Co-authored-by: Joel Challis <git@zvecr.com>,https://github.com/qmk/qmk_firmware/commit/1322922c420e56ea45534d5fc74365168f5bf487
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,16dde87,Ivan Gromov,2025-12-04T20:42:33Z,Add kt60HS-T v3 (#25822),https://github.com/qmk/qmk_firmware/commit/16dde871d73d3b9fd8f4e3f40456caa17d010229
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,d39015a,Jacek Królikowski,2025-12-04T12:15:43Z,[DOCS] Add `keycodes` to `info.json` docs. More precise matrix masking info (#25801),https://github.com/qmk/qmk_firmware/commit/d39015a4011e53612e117ac4091444bf67792105
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,bf0b88c,sigman,2025-12-04T12:14:37Z,Adapt MIUNI32 keyboard for VIA configurator (#25803),https://github.com/qmk/qmk_firmware/commit/bf0b88c4234b9f2173da0730dba9176d9a6e9526
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,d4f04fe,tyler,2025-12-04T12:13:20Z,Simplify docs for Key Overrides config (#25787),https://github.com/qmk/qmk_firmware/commit/d4f04fe850c155b33a181e0e3d8d3351c483d305
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,b315b70,zvecr,2025-12-01T22:07:33Z,Merge branch 'develop',https://github.com/qmk/qmk_firmware/commit/b315b707e60f86d79d34bcb7a15084468117c1a1
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,e10429b,zvecr,2025-12-01T22:03:23Z,Merge point for 2025q4 breaking changes.,https://github.com/qmk/qmk_firmware/commit/e10429baae2a4b3ffec67fe31a5e1ac3212817f0
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,0e6b73c,Joel Challis,2025-12-01T21:47:16Z,2025q4 develop changelog (#25845),https://github.com/qmk/qmk_firmware/commit/0e6b73c9ff44c8404a74e165a8aa0b258db41f8a
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,d45b967,QMK Bot,2025-12-01T01:46:53Z,Merge remote-tracking branch 'origin/master' into develop,https://github.com/qmk/qmk_firmware/commit/d45b967cf2f9ccddebcfa1f53e99460b69b7fed3
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,e2bf515,Joel Challis,2025-12-01T01:17:13Z,Fix python format warnings (#25841),https://github.com/qmk/qmk_firmware/commit/e2bf515df4c51c4d2e3b442d23e52d6d43f7f726
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,2cac8b5,Joel Challis,2025-12-01T01:16:25Z,Remove macos-13 runner from bootstrap testing (#25843),https://github.com/qmk/qmk_firmware/commit/2cac8b587fdef6526330c80799e0a190b75bb2fd
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,d383e93,QMK Bot,2025-12-01T01:16:10Z,Merge remote-tracking branch 'origin/master' into develop,https://github.com/qmk/qmk_firmware/commit/d383e93526630cf59b8ab2faac7a66b2101ee5c3
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,83b42ea,Joel Challis,2025-12-01T01:15:31Z,Update Bootstrap testing triggers (#25842),https://github.com/qmk/qmk_firmware/commit/83b42ea9dcbc883200061caca839ea71472b5025
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,43bbb5e,QMK Bot,2025-11-30T20:46:22Z,[CI] Format code according to conventions (#25828)  Format code according to conventions,https://github.com/qmk/qmk_firmware/commit/43bbb5e99a2c552c127d30dfdf317fb70b143b40
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,ee60542,QMK Bot,2025-11-30T19:25:52Z,Merge remote-tracking branch 'origin/master' into develop,https://github.com/qmk/qmk_firmware/commit/ee60542bd6aa8d96714516f7f42b02fbd8105fcb
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,6ed61c6,QMK Bot,2025-11-30T19:25:13Z,[CI] Format code according to conventions (#25827)  Format code according to conventions,https://github.com/qmk/qmk_firmware/commit/6ed61c65dd66cdbb450a4920a69bae193ec73f15
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,b5dfb2b,Joel Challis,2025-11-27T21:29:46Z,Partially skip generating community modules when none enabled (#25819),https://github.com/qmk/qmk_firmware/commit/b5dfb2bd1ea38a37c58227eb17bde583f0c0e4d6
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,ee44cbd,QMK Bot,2025-11-27T19:47:31Z,Merge remote-tracking branch 'origin/master' into develop,https://github.com/qmk/qmk_firmware/commit/ee44cbdedb207c0a271273d1d0cccfb4d4d270db
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,330a859,dependabot[bot],2025-11-27T19:46:53Z,Bump actions/checkout from 4 to 6 (#25829),https://github.com/qmk/qmk_firmware/commit/330a8597f8fb136374285d2b52a978e311b46ede
