项目名称,项目URL,提交ID,提交者,提交时间,提交信息,提交链接
espressif/esp-idf,https://github.com/espressif/esp-idf,bbfe8e7,radek.tandler,2025-07-31T12:51:33Z,"refactor(nvs_flash): NVS Host tests cleaned-up and test cases commented  - Host test were refactored to allow for BDL and non-BDL NVS implementation - Introduceed `NVSPartitionTestHelper` class replacing `PartitionEmulationFixture` - Refactored all tests to use `NVSPartitionTestHelper` instead of legacy emulation fixture - Removed legacy `PartitionEmulationFixture` and `PartitionEmulationFixture2` classes - Removed `TEMPORARILY_DISABLED` macro usage by reducing partition size in applicable tests - Enhanced test coverage and readability with comments and validation steps for each TC - Added utility functions for partition stats tracking, file loading, and erase count check",https://github.com/espressif/esp-idf/commit/bbfe8e7492df2fd5995a64a75a5d9ef51beffd83
espressif/esp-idf,https://github.com/espressif/esp-idf,191ac74,radek.tandler,2025-07-11T10:28:19Z,feat(nvs_flash): Added support for Block Data Layer storage provider  - BDL provider can be enabled vor NVS in the menuconfig option NVS_BDL_STACK - Hierarchy of Partition class tree was adjusted and all operations were documented - Class Partition is now derived from intrusive_list_node and ExceptionlessAllocable - Class NVSPartition implements only the dual support for esp_partition and BDL - Class NVSEncryptedPartition implements only encryption related extensions,https://github.com/espressif/esp-idf/commit/191ac74dd0d1d0856d404b20040f9c291b1d240d
espressif/esp-idf,https://github.com/espressif/esp-idf,7934b3b,Peter Marcisovsky,2025-12-02T12:07:04Z,"Merge branch 'feat/usb_host_docs_suspend_resume' into 'master'  feat(usb_host): Add documentation about usb host suspend, resume  See merge request espressif/esp-idf!42341",https://github.com/espressif/esp-idf/commit/7934b3b51d4cf208a09cc5ffe1059fdb5727d4f1
espressif/esp-idf,https://github.com/espressif/esp-idf,3a7b26a,wanckl,2025-12-02T11:29:20Z,fix(driver_twai): improve new driver API description,https://github.com/espressif/esp-idf/commit/3a7b26a19b5b7ba2db81912b664dd6d98b175939
espressif/esp-idf,https://github.com/espressif/esp-idf,2720038,Adorjan White,2025-11-28T17:48:28Z,"fix(usb_serial_jtag): tx_ring_buf not checked for successful allocation,  Closes https://github.com/espressif/esp-idf/pull/17945",https://github.com/espressif/esp-idf/commit/2720038bb7135e23560fefd084beb5eb9394273e
espressif/esp-idf,https://github.com/espressif/esp-idf,1eeb2e7,Laukik Hase,2025-12-02T09:02:25Z,Merge branch 'feat/esp_tee_enable_gdma_burst' into 'master'  feat(esp_tee): Enable GDMA burst mode for AES/SHA operations  See merge request espressif/esp-idf!43801,https://github.com/espressif/esp-idf/commit/1eeb2e747647c37c7abdc688087f06ff3ddc0b85
espressif/esp-idf,https://github.com/espressif/esp-idf,2ae7e45,Shen Wei Long,2025-12-02T08:30:57Z,Merge branch 'feature/extend_h2_conon_num_to_70' into 'master'  change(ble): Updated the maximum number of concurrent connections to 70 on ESP32-H2  See merge request espressif/esp-idf!43664,https://github.com/espressif/esp-idf/commit/2ae7e45424e6746c0428f9765b130caea41a1d97
espressif/esp-idf,https://github.com/espressif/esp-idf,f578b07,yinqingzhao,2025-11-28T11:58:14Z,feat(phy): update libphy to fix c5/c61 reset,https://github.com/espressif/esp-idf/commit/f578b07799c6887d048f138e2299670622c06447
espressif/esp-idf,https://github.com/espressif/esp-idf,00e1b56,Chen Yu Dong,2025-12-02T07:35:53Z,Merge branch 'ci/gen_child_pipeline_earlier' into 'master'  ci: generate child pipeline job earlier  See merge request espressif/esp-idf!40777,https://github.com/espressif/esp-idf/commit/00e1b56a691c1eb0eb1be2318b1cde790042ca63
espressif/esp-idf,https://github.com/espressif/esp-idf,6aa3166,Island,2025-12-02T04:09:31Z,Merge branch 'fix/ble_mesh_rpr_example_fix' into 'master'  fix(ble_mesh): add proper memory cleanup in composition data parsing  Closes BLERP-2428  See merge request espressif/esp-idf!43828,https://github.com/espressif/esp-idf/commit/6aa31666905ec5596da254a0f71e67c806a13cdb
espressif/esp-idf,https://github.com/espressif/esp-idf,3b4aa90,Zhang Wen Xu,2025-12-02T03:52:40Z,Merge branch 'feat/simple_ota_h2' into 'master'  feat(openthread/ota): support esp32h2 for simple ota example over thread  Closes IDF-12094  See merge request espressif/esp-idf!39096,https://github.com/espressif/esp-idf/commit/3b4aa90a65e08e8b8e7aaa02c161058dd6a38869
espressif/esp-idf,https://github.com/espressif/esp-idf,0c4cf75,C.S.M,2025-11-26T11:34:39Z,feat(esp32s31): Introduce esp32s31 hello world,https://github.com/espressif/esp-idf/commit/0c4cf75c35c3b1aa26994ca9bfb311a39e6fc749
espressif/esp-idf,https://github.com/espressif/esp-idf,986481f,C.S.M,2025-12-02T02:42:26Z,Merge branch 'ci/freertos_header' into 'master'  ci(header_check): Add check for public header should not include freertos  Closes IDF-10013  See merge request espressif/esp-idf!43219,https://github.com/espressif/esp-idf/commit/986481f616e98fcc4d5e0c0d74c64ade719a01f7
espressif/esp-idf,https://github.com/espressif/esp-idf,3d31f51,morris,2025-12-01T07:55:29Z,refactor(hal_wdt): esp_hal_wdt also maintains the ROM implementation,https://github.com/espressif/esp-idf/commit/3d31f510d001363218a32abeeb1ed47d4939fe8e
espressif/esp-idf,https://github.com/espressif/esp-idf,ab4200e,morris,2025-11-20T11:20:01Z,feat(twai): graduate the hal drivers into esp_hal_twai component,https://github.com/espressif/esp-idf/commit/ab4200e6f6885535cfb22f892f63ec10055dcd32
espressif/esp-idf,https://github.com/espressif/esp-idf,1a17be6,Fu Hanxi,2025-12-01T13:12:39Z,Merge branch 'fix/cmake_clang_artifacts' into 'master'  ci: fix uploading build artifacts  Closes CII-45  See merge request espressif/esp-idf!43565,https://github.com/espressif/esp-idf/commit/1a17be64a90ec3f1cff8744905577ddcf270714e
espressif/esp-idf,https://github.com/espressif/esp-idf,6e59ade,Wan Lei,2025-12-01T13:05:15Z,Merge branch 'fix/twai_ci_test_enhance' into 'master'  fix(driver_twai): enhance ci test and fix example  Closes IDFCI-3140  See merge request espressif/esp-idf!43375,https://github.com/espressif/esp-idf/commit/6e59ade2c827f42cc91e75cb3eb2ab5ed6adf73e
espressif/esp-idf,https://github.com/espressif/esp-idf,7414816,Wu Zheng Hui,2025-12-01T12:42:45Z,Merge branch 'feat/enable_esp_pm_tests_for_p4_v3' into 'master'  feat(esp_hw_support): re-enable P4 pm tests for rev3.0  Closes IDF-14416  See merge request espressif/esp-idf!43684,https://github.com/espressif/esp-idf/commit/74148161a82f25fea611c1c375050f2ed6357153
espressif/esp-idf,https://github.com/espressif/esp-idf,dddc0bf,Jiang Jiang Jian,2025-12-01T12:41:20Z,Merge branch 'bugfix/fix_chip_hangup' into 'master'  bugfix: clear regdma status when restart  See merge request espressif/esp-idf!43860,https://github.com/espressif/esp-idf/commit/dddc0bf6c8fdd1981d7eb3c39ead2d3cc1b4edec
espressif/esp-idf,https://github.com/espressif/esp-idf,fe8ace8,Song Ruo Jing,2025-11-17T13:27:08Z,refactor(ppa): use fourcc for dma2d and ppa color formats,https://github.com/espressif/esp-idf/commit/fe8ace8bef99dc41fb0bf2c439345e5b88aaa925
espressif/esp-idf,https://github.com/espressif/esp-idf,1fcafee,Yin Qing Zhao,2025-12-01T10:16:54Z,"Merge branch 'bugfix/fix_some_bugs_related_to_ampdu' into 'master'  fix(wifi): fix some bugs related to ampdu  Closes WIFIBUG-1555, WIFIBUG-1591, and WIFIBUG-1595  See merge request espressif/esp-idf!43519",https://github.com/espressif/esp-idf/commit/1fcafee01c3ae8b49eceb7132e77d54656252331
espressif/esp-idf,https://github.com/espressif/esp-idf,9eacbc1,morris,2025-12-01T09:52:38Z,"Merge branch 'contrib/github_pr_17888' into 'master'  feat(driver_twai): support get queue remaining and improve logs and docs (GitHub PR)  Closes IDFGH-16811, IDFGH-16807, and IDFGH-16805  See merge request espressif/esp-idf!43623",https://github.com/espressif/esp-idf/commit/9eacbc1824e07c34a6027a0f4b580ab7529fb428
espressif/esp-idf,https://github.com/espressif/esp-idf,55fd8a5,harshal.patil,2025-11-28T12:38:25Z,fix(mbedtls/port): Use internal buffers to perform chunkwise operations  when the external input and output buffers are unaligned. This also fixes as a recursion loop that occurs when the size of the input buffer is not aligned to dcache_line_size but is aligned to AES_BLOCK_BYTES,https://github.com/espressif/esp-idf/commit/55fd8a5fb24c1093fd88e03fce3f2fadd342e75c
espressif/esp-idf,https://github.com/espressif/esp-idf,9a21040,Zhang Hai Peng,2025-12-01T08:16:06Z,Merge branch 'bugfix/fix_ble_security_issue_2025_v2' into 'master'  fix(ble/bluedroid): Enhanced security in ble_ancs example  Closes BHOST2025-59  See merge request espressif/esp-idf!43800,https://github.com/espressif/esp-idf/commit/9a2104062628deb6272b8953551bc29218e8f6c6
espressif/esp-idf,https://github.com/espressif/esp-idf,150418f,Laukik Hase,2025-11-27T10:43:26Z,feat(esp_tee): Enable GDMA burst mode for AES/SHA operations  Co-authored-by: Harshal Patil <harshal.patil@espressif.com>,https://github.com/espressif/esp-idf/commit/150418fb5dc2f8a2013e97695c8a1d5e357dec2a
espressif/esp-idf,https://github.com/espressif/esp-idf,dfbca65,renpeiying,2025-11-27T06:26:50Z,docs: Update CN translation for usb_host.rst,https://github.com/espressif/esp-idf/commit/dfbca655e3b4273d3a27996ec5b7816b820e9064
espressif/esp-idf,https://github.com/espressif/esp-idf,9ced000,Zhang Shu Xian,2025-12-01T06:24:51Z,Merge branch 'docs/fix_some_expressions_in_security_guide' into 'master'  docs: fix some description in security guide docs  See merge request espressif/esp-idf!42083,https://github.com/espressif/esp-idf/commit/9ced000ac2f87e5930fc217f1344b6faa8c8dc0d
espressif/esp-idf,https://github.com/espressif/esp-idf,0c0b9c7,Zheng Zhong,2025-12-01T06:24:51Z,docs: fix some description in security guide docs,https://github.com/espressif/esp-idf/commit/0c0b9c7d896e9e399f62e6b621ef874471aa3480
espressif/esp-idf,https://github.com/espressif/esp-idf,a485d7f,wanckl,2025-11-14T07:25:41Z,fix(driver_twai): enhance ci test and fix example,https://github.com/espressif/esp-idf/commit/a485d7f8a6ae9cf56af639050dd35783a395e93e
espressif/esp-idf,https://github.com/espressif/esp-idf,69ea28c,Ashish Sharma,2025-11-27T08:22:52Z,feat: add Kconfig option for mbedTLS 4.x,https://github.com/espressif/esp-idf/commit/69ea28c886c4f8a179a05c55cc8f634f25a40013
espressif/esp-idf,https://github.com/espressif/esp-idf,007b376,Mahavir Jain,2025-12-01T04:20:58Z,Merge branch 'bugfix/http_digest_arg_validation' into 'master'  fix(esp_http_client): prevent out-of-bounds read in Digest auth  See merge request espressif/esp-idf!43601,https://github.com/espressif/esp-idf/commit/007b3760573111f60fc488ed88a1e302d19715ab
espressif/esp-idf,https://github.com/espressif/esp-idf,4bc073e,Wang Meng Yang,2025-12-01T04:12:25Z,Merge branch 'bugfix/a2dp_reg_sep' into 'master'  fix(bt/bluedroid): Fix the status judgment of the A2DP source registration SEP  See merge request espressif/esp-idf!43788,https://github.com/espressif/esp-idf/commit/4bc073ed799da0b9bbbcddd58ac1557e5d6772f6
espressif/esp-idf,https://github.com/espressif/esp-idf,cf5a5c9,Mahavir Jain,2025-12-01T04:02:22Z,Merge branch 'docs/update_vulnerabilities_guide' into 'master'  docs: update vulnerabilities guide to mention new CVEs  See merge request espressif/esp-idf!43743,https://github.com/espressif/esp-idf/commit/cf5a5c99db4fe2befa83247fbc03c67ed25e9825
espressif/esp-idf,https://github.com/espressif/esp-idf,580d9bc,morris,2025-12-01T02:40:07Z,Merge branch 'refactor/esp_hal_gpio' into 'master'  refactor(gpio): split GPIO HAL into separate component  Closes IDF-14089  See merge request espressif/esp-idf!43215,https://github.com/espressif/esp-idf/commit/580d9bca57426e91ca738988e27d3e516c1500e7
espressif/esp-idf,https://github.com/espressif/esp-idf,f502b2a,zhanghaipeng,2025-11-30T08:22:26Z,fix(ble/bluedroid): Fix security issues in GATT module,https://github.com/espressif/esp-idf/commit/f502b2aab1cfd0002f66e5978771ecbd9c1113ed
espressif/esp-idf,https://github.com/espressif/esp-idf,b163685,zhanghaipeng,2025-11-30T08:05:40Z,fix(ble/bluedroid): Fix security issues in HCI module,https://github.com/espressif/esp-idf/commit/b163685c060047783b0ad3a4b83f2b27302f397c
espressif/esp-idf,https://github.com/espressif/esp-idf,1ed5a44,zhanghaipeng,2025-11-30T07:47:29Z,fix(ble/bluedroid): Fix security issues in GAP module,https://github.com/espressif/esp-idf/commit/1ed5a4465dbb0f6a36e0514ad1b2162616d356ca
espressif/esp-idf,https://github.com/espressif/esp-idf,b03ff3c,zhanghaipeng,2025-11-30T02:55:43Z,fix(ble/bluedroid): Add length check in prepare write response,https://github.com/espressif/esp-idf/commit/b03ff3cf218c3974b798a700cf1ede95641fe7af
espressif/esp-idf,https://github.com/espressif/esp-idf,c524e1e,sibeibei,2025-11-24T12:52:58Z,bugfix: clear regdma status when restart,https://github.com/espressif/esp-idf/commit/c524e1e7e0e0413f5cdb4bef95f02452476c2db7
espressif/esp-idf,https://github.com/espressif/esp-idf,304df32,Roland Dobai,2025-11-28T18:32:38Z,Merge branch 'change/modify_license_of_header_files' into 'master'  change: Modify license of register header files  See merge request espressif/esp-idf!43809,https://github.com/espressif/esp-idf/commit/304df321825f9f8afb8a4ee877cf6d35669d840c
espressif/esp-idf,https://github.com/espressif/esp-idf,e3bd539,Evgeny Torbin,2025-11-25T09:42:33Z,ci: fix if clause in `.idf_ci.toml`,https://github.com/espressif/esp-idf/commit/e3bd539280dfcea1d31978e48e8f62f2b138d5a5
espressif/esp-idf,https://github.com/espressif/esp-idf,181a0a8,Evgeny Torbin,2025-11-20T12:24:08Z,ci: fix uploading build artifacts,https://github.com/espressif/esp-idf/commit/181a0a8fcaa8c68253cb07e61bda05e1b9984d1e
espressif/esp-idf,https://github.com/espressif/esp-idf,c701dfc,David Čermák,2025-11-28T12:08:04Z,Merge branch 'fix/docs_sta2eth' into 'master'  fix(examples): Fix unclear comments in sta-eth bridge example  Closes IDFGH-12443  See merge request espressif/esp-idf!43345,https://github.com/espressif/esp-idf/commit/c701dfcbe3d78ac15ccd45d14629e55d0d4f2b0a
espressif/esp-idf,https://github.com/espressif/esp-idf,d505407,C.S.M,2025-11-11T02:05:35Z,ci(header_check): Add check for public header should not include freertos,https://github.com/espressif/esp-idf/commit/d5054072ebde82515e775055a0a95a3312c89345
espressif/esp-idf,https://github.com/espressif/esp-idf,c15690a,yinqingzhao,2025-11-27T08:38:34Z,fix(wifi): fix cannot send omc,https://github.com/espressif/esp-idf/commit/c15690aabffb3980e68b4f4619fc3cc6086d02df
espressif/esp-idf,https://github.com/espressif/esp-idf,d268d9f,yinqingzhao,2025-11-28T10:33:28Z,fix(wifi): fix some bugs related to ampdu,https://github.com/espressif/esp-idf/commit/d268d9fb76ebba7d54460edfdce4c4bc490b4a8d
espressif/esp-idf,https://github.com/espressif/esp-idf,72c0e05,Wu Zheng Hui,2025-11-28T09:51:52Z,Merge branch 'fix/pr_17933' into 'master'  fix(hal): remove duplicated macros in `rtc_io_hal.h` (Github PR)  Closes IDFGH-16862  See merge request espressif/esp-idf!43747,https://github.com/espressif/esp-idf/commit/72c0e050a2fa9a5bc1da3dae425d17d44237ecab
espressif/esp-idf,https://github.com/espressif/esp-idf,d2baf3b,zhanghaipeng,2025-11-28T09:44:31Z,fix(ble/bluedroid): Add boundary check for adv_handle in btm_ble_adv_set_terminated_evt,https://github.com/espressif/esp-idf/commit/d2baf3b0d4b8695abec90fa3fc1d46ce1bdab47b
espressif/esp-idf,https://github.com/espressif/esp-idf,7cf165b,Jiang Jiang Jian,2025-11-28T09:32:33Z,Merge branch 'bugfix/offchan_ftm_return' into 'master'  bugfix(wifi): Return to home channel as soon as offchan FTM is completed  Closes WIFIBUG-1574  See merge request espressif/esp-idf!43720,https://github.com/espressif/esp-idf/commit/7cf165bc1a2ba7f0152d2a92c42429c9e1564154
espressif/esp-idf,https://github.com/espressif/esp-idf,da18980,Jaroslav Burian,2025-11-27T12:04:56Z,change: Modify license of soc component  License of soc component is changed from Apache-2.0 to Apache-2.0 OR MIT to be able to use it in esp-stub-lib,https://github.com/espressif/esp-idf/commit/da18980ff060fe27cf03d6540d3860e1325d4792
espressif/esp-idf,https://github.com/espressif/esp-idf,296663d,Martin Vychodil,2025-11-28T08:14:21Z,"Merge branch 'fix/fatfs_vfs_calls_lock_issue' into 'master'  fix(fatfs): In vfs_fat_* calls, add _lock_acquire in missing places  Closes IDFCI-2163  See merge request espressif/esp-idf!43706",https://github.com/espressif/esp-idf/commit/296663d07d1f1a52b5f3da2dbeaa48e4b22f6c0b
espressif/esp-idf,https://github.com/espressif/esp-idf,54c89e8,Wang Meng Yang,2025-11-28T08:03:24Z,Merge branch 'bugfix/fix_event_filter_bug' into 'master'  fix(bt/controller): Fixed hci connection request event filter bug  Closes BTQABR2023-616  See merge request espressif/esp-idf!43820,https://github.com/espressif/esp-idf/commit/54c89e812bdf1517ef0a2d6fa01edfb2cdd21b0f
espressif/esp-idf,https://github.com/espressif/esp-idf,a45bb6c,luoxu,2025-11-28T03:17:19Z,fix(ble_mesh): add proper memory cleanup in composition data parsing,https://github.com/espressif/esp-idf/commit/a45bb6c5dae5680c3c2865de43462aa217c973c0
espressif/esp-idf,https://github.com/espressif/esp-idf,a63fbe8,Wan Lei,2025-11-28T05:59:58Z,Merge branch 'feature/spi_master_support_edma_on_s3' into 'master'  feat(spi_master): support using edma to transfer with psram directly  Closes IDF-7373 and IDF-10111  See merge request espressif/esp-idf!23785,https://github.com/espressif/esp-idf/commit/a63fbe838a69ce357894df173bd9ccfd57960fce
espressif/esp-idf,https://github.com/espressif/esp-idf,551bcbe,C.S.M,2025-11-28T03:25:28Z,Merge branch 'feat/update_esp32s31_ci_pub_head_support' into 'master'  feat(esp32s31): Add esp_hw_support component and check public header ci support  See merge request espressif/esp-idf!43744,https://github.com/espressif/esp-idf/commit/551bcbe488eb8abfbfd81685396f0bc0dff44c07
espressif/esp-idf,https://github.com/espressif/esp-idf,4b8913c,Kevin (Lao Kaiyao),2025-11-28T03:16:53Z,Merge branch 'bugfix/fix_i2s_auto_port_issue' into 'master'  fix(i2s): fix the auto port failure when use simplex on ESP32  See merge request espressif/esp-idf!43693,https://github.com/espressif/esp-idf/commit/4b8913c124d5410d7045379652dfe072b90a6b7f
espressif/esp-idf,https://github.com/espressif/esp-idf,3f86441,liqigan,2025-11-28T02:28:57Z,fix(bt/controller): Fixed hci connection request event filter bug,https://github.com/espressif/esp-idf/commit/3f86441a56368953d0c0b9ed1acd31e1c9f63b3c
espressif/esp-idf,https://github.com/espressif/esp-idf,fe340b5,Akshat Agrawal,2025-11-27T12:40:49Z,bugfix(wifi): Return to home channel as soon as offchan FTM is completed  - Resolve memory corruption by avoiding integer underflow,https://github.com/espressif/esp-idf/commit/fe340b514f9278dab6e55b751fa15f7458720841
espressif/esp-idf,https://github.com/espressif/esp-idf,1ee0cb7,Sonika Rathi,2025-11-27T16:16:40Z,Merge branch 'fix/sdmmc_ssr_au_size_truncation_issue' into 'master'  fix(sdmmc): fix sdmmc ssr au size truncation issue  Closes IDFGH-16762  See merge request espressif/esp-idf!43259,https://github.com/espressif/esp-idf/commit/1ee0cb73e4a03f7a32790ffa025b7a1f47702846
espressif/esp-idf,https://github.com/espressif/esp-idf,075417d,sonika.rathi,2025-11-25T07:46:44Z,"fix(fatfs): In vfs_fat_* calls, add _lock_acquire in missing places",https://github.com/espressif/esp-idf/commit/075417de1a04dd8b62cafc25bf05e74af59141e9
espressif/esp-idf,https://github.com/espressif/esp-idf,7fb2f80,Sonika Rathi,2025-11-27T14:12:06Z,Merge branch 'feat/vfs_linux' into 'master'  feat(vfs): Add support for linux target in VFS  See merge request espressif/esp-idf!39524,https://github.com/espressif/esp-idf/commit/7fb2f80fe045dc4765855d9c1d60be03d54f8aee
espressif/esp-idf,https://github.com/espressif/esp-idf,e741f09,zhanghaipeng,2025-11-27T12:00:55Z,fix(ble/bluedroid): Fix VLA in a2dp_gatts_coex example,https://github.com/espressif/esp-idf/commit/e741f09e0f4b959b76183d4a3492e16235ac9785
espressif/esp-idf,https://github.com/espressif/esp-idf,a6730c7,zhanghaipeng,2025-11-27T11:36:35Z,fix(ble/bluedroid): Add NULL checks in GATT APIs,https://github.com/espressif/esp-idf/commit/a6730c7da697477ed696148cf737bfb66514a742
espressif/esp-idf,https://github.com/espressif/esp-idf,b71c515,zhanghaipeng,2025-11-27T11:28:21Z,fix(ble/bluedroid): Add NULL checks in esp_gap_ble_api,https://github.com/espressif/esp-idf/commit/b71c51564a7c2bb2be1377d40ae022baf2cea3b2
espressif/esp-idf,https://github.com/espressif/esp-idf,4b44d8e,zhanghaipeng,2025-11-27T11:12:54Z,fix(ble/bluedroid): Add NULL check in esp_ble_gap_add_device_to_resolving_list,https://github.com/espressif/esp-idf/commit/4b44d8e814927083be952f31d5e09ae3bbaa3dc6
espressif/esp-idf,https://github.com/espressif/esp-idf,8e0f74a,zhanghaipeng,2025-11-27T10:05:33Z,fix(ble/bt): Add NULL check in esp_hid_device example,https://github.com/espressif/esp-idf/commit/8e0f74a2cc52cd1ec5e039db34d09d4e07097f7b
espressif/esp-idf,https://github.com/espressif/esp-idf,8b5dd75,zhanghaipeng,2025-11-27T10:05:20Z,fix(ble/bt): Add NULL check in esp_hid_host example,https://github.com/espressif/esp-idf/commit/8b5dd7536890d2eca026f88a410972e4f19e2d3b
espressif/esp-idf,https://github.com/espressif/esp-idf,773814c,zhanghaipeng,2025-11-27T10:05:07Z,fix(ble/blufi): Add DH param length validation,https://github.com/espressif/esp-idf/commit/773814c087effb3d69c2eeed3ac2e8472861be7c
espressif/esp-idf,https://github.com/espressif/esp-idf,b6b3b81,zhanghaipeng,2025-11-27T10:04:54Z,fix(ble/bluedroid): Fix memory leak in ble_spp_server example,https://github.com/espressif/esp-idf/commit/b6b3b81bf698dd7f85303de0cdcdb2d050e6efd2
