项目名称,项目URL,提交ID,提交者,提交时间,提交信息,提交链接
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,e519dee,Krzysztof Kowalczyk,2025-07-04T17:39:14Z,update translations,https://github.com/sumatrapdfreader/sumatrapdf/commit/e519dee371960b48606befcb6d7cf0b619750a0d
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,1e7e54c,ozone10,2025-07-02T15:20:55Z,Update darkmodelib and enabled its support for light themes,https://github.com/sumatrapdfreader/sumatrapdf/commit/1e7e54c0b651ee6de037626f937a838bfff59fcf
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,e953e79,Krzysztof Kowalczyk,2025-07-01T17:41:04Z,fix manifest one more time,https://github.com/sumatrapdfreader/sumatrapdf/commit/e953e79ec1cd34eeabcf959ba8edc65c573dd5ba
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,08d3a5e,Krzysztof Kowalczyk,2025-07-01T17:27:45Z,try fix manifest again,https://github.com/sumatrapdfreader/sumatrapdf/commit/08d3a5e6cf22e78a104fc26f15b4929c474ac70f
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,1f13ad3,Krzysztof Kowalczyk,2025-07-01T17:16:22Z,fix manifest,https://github.com/sumatrapdfreader/sumatrapdf/commit/1f13ad38a050aed373f87125ea3a6a8c501d7b99
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,34d5012,Krzysztof Kowalczyk,2025-07-01T15:50:38Z,maybe fix show logs and open advanced settings in store build,https://github.com/sumatrapdfreader/sumatrapdf/commit/34d5012555e5a4354d818515b53040dd107c1b96
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,3fba5dd,Krzysztof Kowalczyk,2025-07-01T13:06:41Z,delete unused file,https://github.com/sumatrapdfreader/sumatrapdf/commit/3fba5dd020c65d363a1a368db51ea6bfb1a6a60e
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,ab77300,Krzysztof Kowalczyk,2025-07-01T11:10:26Z,more logos,https://github.com/sumatrapdfreader/sumatrapdf/commit/ab77300127380597d68cda17aee6a7100a08fd07
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,e09991e,Krzysztof Kowalczyk,2025-07-01T10:34:01Z,add comment,https://github.com/sumatrapdfreader/sumatrapdf/commit/e09991ebd4f2efffcd4466b0add0656ba663c6a6
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,9fac85f,Krzysztof Kowalczyk,2025-07-01T10:25:55Z,tweak solution files,https://github.com/sumatrapdfreader/sumatrapdf/commit/9fac85fe93f035f435ea2a5a3dc36364d74a5f74
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,a67234d,Krzysztof Kowalczyk,2025-06-30T18:59:33Z,tweak using darklibmode (no behavior changes),https://github.com/sumatrapdfreader/sumatrapdf/commit/a67234d0d9f2ec67d9c0138fa33ccbd61fe8b83d
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,2c2b580,Krzysztof Kowalczyk,2025-06-30T18:50:35Z,fix path to versions.txt in project files,https://github.com/sumatrapdfreader/sumatrapdf/commit/2c2b580af338db4fa949bfafecd58ac334921796
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,9c790bb,Krzysztof Kowalczyk,2025-06-30T18:49:22Z,update date,https://github.com/sumatrapdfreader/sumatrapdf/commit/9c790bb112e17c6794427d92b161f6312c6772ff
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,c5a68d7,Krzysztof Kowalczyk,2025-06-30T18:49:04Z,update translations,https://github.com/sumatrapdfreader/sumatrapdf/commit/c5a68d748331154534a40e37821a994ab15a2512
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,bbe0b3d,Krzysztof Kowalczyk,2025-06-30T18:48:25Z,update darkmodelib to latest,https://github.com/sumatrapdfreader/sumatrapdf/commit/bbe0b3d215fcf8c88cdac2fd01e21b44442df771
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,4fe7611,Krzysztof Kowalczyk,2025-06-29T10:59:55Z,fix compilation warning,https://github.com/sumatrapdfreader/sumatrapdf/commit/4fe76119a7bb0ffc7efc7e866daab585f999008f
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,b956be8,Krzysztof Kowalczyk,2025-06-29T10:37:06Z,"make URLEncodeTemp() not fail for large urls but truncate (fixes #4547)  Was making ""translate selection with Google etc."" not work on large selections",https://github.com/sumatrapdfreader/sumatrapdf/commit/b956be83d19c37822ede37016c136c7ab4e0f341
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,d1845ea,Krzysztof Kowalczyk,2025-06-26T10:40:05Z,don't use different data directory for store build; make them inter-changeable,https://github.com/sumatrapdfreader/sumatrapdf/commit/d1845eade0ffd15eef81b38a68be90852642b41b
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,a9f0f0b,Krzysztof Kowalczyk,2025-06-26T00:37:40Z,maybe defense against TabsOnCloseWindow() crash,https://github.com/sumatrapdfreader/sumatrapdf/commit/a9f0f0b0403b643428b465685935b74c773eb2d7
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,07b8a93,Krzysztof Kowalczyk,2025-06-26T00:35:09Z,update project file,https://github.com/sumatrapdfreader/sumatrapdf/commit/07b8a93729a894293a332b8c8ff856d152538cd1
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,017a894,Krzysztof Kowalczyk,2025-06-25T14:25:11Z,remove bogus ReportIf()  here we didn't have a history for the file because it was opened for a -plugin and with some temporary path.,https://github.com/sumatrapdfreader/sumatrapdf/commit/017a89446d8ebc889a64cf5333aacc859bc0fafe
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,de04f62,Krzysztof Kowalczyk,2025-06-24T09:48:09Z,tweak DeleteStateFilesAsync(),https://github.com/sumatrapdfreader/sumatrapdf/commit/de04f62901fe7768e3b337ba948832364d1887ae
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,7f05b5d,Krzysztof Kowalczyk,2025-06-24T09:33:06Z,update translations,https://github.com/sumatrapdfreader/sumatrapdf/commit/7f05b5dbe1bb58641303a6cb17a1f7a511658d8f
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,530f82f,Krzysztof Kowalczyk,2025-06-24T09:32:43Z,dont Wnd::Destroy() NotificationWnd twice,https://github.com/sumatrapdfreader/sumatrapdf/commit/530f82f7670e4c20360df7986cc61d193fff232f
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,6b480b4,ozone10,2025-06-22T16:13:17Z,Improve theme for menu and toolbar for older OS,https://github.com/sumatrapdfreader/sumatrapdf/commit/6b480b4fbb6bcc8d213763b441c6bffdf51d56c6
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,c4a7771,Krzysztof Kowalczyk,2025-06-21T14:12:59Z,tweak highlight notifications colors for themes (fixes #4980)  They were hardcoded to yellow for bg and red for txt for non-default theme derive them from main background / text color,https://github.com/sumatrapdfreader/sumatrapdf/commit/c4a7771b36bd15e954b9449d224a810a193c9601
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,b77a3d3,Krzysztof Kowalczyk,2025-06-21T13:46:45Z,"improve tab dragging (fixes #4983)  a silly logic would only start drag with visual feedback if mouse moved outside of tab area, which made moving just left and right not work well",https://github.com/sumatrapdfreader/sumatrapdf/commit/b77a3d365faca6093c9a0838709cd1fe0e7f31e3
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,38febcb,Krzysztof Kowalczyk,2025-06-21T13:42:33Z,simplify TabsCtrl WM_LBUTTONDOWN handling with early return,https://github.com/sumatrapdfreader/sumatrapdf/commit/38febcb083054db507ce315235267fa1624b5b7a
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,d1c9489,Krzysztof Kowalczyk,2025-06-21T13:35:27Z,add solirized light theme,https://github.com/sumatrapdfreader/sumatrapdf/commit/d1c9489cb699ebeaefc17cf6ac90bc038669d838
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,3c87d37,Krzysztof Kowalczyk,2025-06-21T13:27:35Z,add logging for tabs mouse handling crash #4982  rename WndMapGetWindow() => WndMapFindByHWND(),https://github.com/sumatrapdfreader/sumatrapdf/commit/3c87d3733094dba5246a09916a3749ddc5fff780
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,d6875e0,Krzysztof Kowalczyk,2025-06-21T07:29:17Z,simplify TxtDoc::Load() using temp allocator,https://github.com/sumatrapdfreader/sumatrapdf/commit/d6875e065d75a6e3b986198ad69ca69b083ef543
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,820011a,Krzysztof Kowalczyk,2025-06-21T07:20:56Z,simplify Dialog_Find using temp allocator,https://github.com/sumatrapdfreader/sumatrapdf/commit/820011acdd11930f9663b7216ffa39f239765c5c
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,a0b1a0b,Krzysztof Kowalczyk,2025-06-21T07:20:42Z,simplify PopulateTreeItem using temp allocator,https://github.com/sumatrapdfreader/sumatrapdf/commit/a0b1a0b8c58aa710cdbf24d4086523a460521dde
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,89a3330,Krzysztof Kowalczyk,2025-06-21T07:09:22Z,fix build,https://github.com/sumatrapdfreader/sumatrapdf/commit/89a3330e16740c3470511ee1e19587847a503519
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,07f4571,Krzysztof Kowalczyk,2025-06-20T21:35:40Z,no update checks for store build,https://github.com/sumatrapdfreader/sumatrapdf/commit/07f45714d058cf26d1bc5ef90d7edd709efabaed
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,3b828bc,Krzysztof Kowalczyk,2025-06-20T21:32:52Z,update translations,https://github.com/sumatrapdfreader/sumatrapdf/commit/3b828bc27a3fddaf294ff889b10c0ade2ab50c05
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,2bebbad,Krzysztof Kowalczyk,2025-06-20T21:32:35Z,dont upload ReportIf() in store build,https://github.com/sumatrapdfreader/sumatrapdf/commit/2bebbadecf389fb26e37c425e4c72082eabec8e9
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,513f7b3,Krzysztof Kowalczyk,2025-06-20T13:45:44Z,exclude .obisidian/workspace.json with .gitignore,https://github.com/sumatrapdfreader/sumatrapdf/commit/513f7b31392ef5e7c72355e8aa867f1d07edfd57
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,e48a0ca,Krzysztof Kowalczyk,2025-06-20T13:44:34Z,delete .obsidian/workspace.json,https://github.com/sumatrapdfreader/sumatrapdf/commit/e48a0caddc2761653c84de0c09ae1417058cf664
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,408c733,Krzysztof Kowalczyk,2025-06-20T13:40:12Z,update .obsidian/workspace.json,https://github.com/sumatrapdfreader/sumatrapdf/commit/408c7333c289eccbd82fc045c219e58106feccf1
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,4fffd1a,Krzysztof Kowalczyk,2025-06-20T13:36:30Z,remove unused docs/md files,https://github.com/sumatrapdfreader/sumatrapdf/commit/4fffd1aa173b77b3d983f2e26c9ceb8ece5a29ec
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,69ccc7d,Krzysztof Kowalczyk,2025-06-20T13:34:05Z,add .obsidian in docs/md/,https://github.com/sumatrapdfreader/sumatrapdf/commit/69ccc7d6d79473e403907c060ae6e430b3eee300
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,653f378,Krzysztof Kowalczyk,2025-06-19T23:39:01Z,maybe fix manifest,https://github.com/sumatrapdfreader/sumatrapdf/commit/653f378a8e3835a236809a7ea627bbe97531ead3
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,1695f2f,Krzysztof Kowalczyk,2025-06-19T23:21:47Z,tweak build,https://github.com/sumatrapdfreader/sumatrapdf/commit/1695f2f087fdf17caa41259722755817726c7b8e
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,a2cec63,Krzysztof Kowalczyk,2025-06-19T23:14:49Z,maybe fix manifest,https://github.com/sumatrapdfreader/sumatrapdf/commit/a2cec63ccfb383b563d79e44096d83fd30a604d3
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,eb6eb3b,Krzysztof Kowalczyk,2025-06-19T22:59:55Z,maybe fix signing,https://github.com/sumatrapdfreader/sumatrapdf/commit/eb6eb3b6f3b6862133192a81903e2ddb0d395198
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,d2abde8,dependabot[bot],2025-06-19T22:36:57Z,Bump gopkg.in/yaml.v3 from 3.0.0-20200313102051-9f266ea9e77c to 3.0.0  Bumps gopkg.in/yaml.v3 from 3.0.0-20200313102051-9f266ea9e77c to 3.0.0.  --- updated-dependencies: - dependency-name: gopkg.in/yaml.v3   dependency-version: 3.0.0   dependency-type: indirect ...  Signed-off-by: dependabot[bot] <support@github.com>,https://github.com/sumatrapdfreader/sumatrapdf/commit/d2abde8d8332c30e0a9ff3b674d3d5fb42419395
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,d1c2660,Krzysztof Kowalczyk,2025-06-19T22:35:47Z,update go deps,https://github.com/sumatrapdfreader/sumatrapdf/commit/d1c26609279ac6e053fd7102708a245c08c82c29
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,d8e28bd,Krzysztof Kowalczyk,2025-06-19T22:04:03Z,disable temporary path in buildSignAndUploadPreRelease(),https://github.com/sumatrapdfreader/sumatrapdf/commit/d8e28bd636f7b9679f20682f6f938d389b81c796
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,e28a0b6,Krzysztof Kowalczyk,2025-06-19T21:50:43Z,appx,https://github.com/sumatrapdfreader/sumatrapdf/commit/e28a0b6d5daff80313b3b08974b68580c8775fca
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,2795153,Krzysztof Kowalczyk,2025-06-19T16:50:35Z,define _DARKMODELIB_NO_INI_CONFIG for darkmodelib,https://github.com/sumatrapdfreader/sumatrapdf/commit/279515328558a7d657da9476e88e512cd83de847
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,a1f9acc,Krzysztof Kowalczyk,2025-06-19T12:02:04Z,update darkmodelib to latest,https://github.com/sumatrapdfreader/sumatrapdf/commit/a1f9acc24221f5a10db4fea0ed0c3cb7aacb7ceb
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,4370f5a,Krzysztof Kowalczyk,2025-06-19T11:59:24Z,tweak DarkModeSubclass.cpp,https://github.com/sumatrapdfreader/sumatrapdf/commit/4370f5a1aef098ec97a4e7f60d6b2a877b488c28
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,bf1a487,Krzysztof Kowalczyk,2025-06-18T15:36:19Z,rename WindowMapGetWindow() => WndMapGetWindow(),https://github.com/sumatrapdfreader/sumatrapdf/commit/bf1a487f9b8e21068cdd6e1718b4782195ee2a1d
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,64b82b8,Krzysztof Kowalczyk,2025-06-18T12:48:58Z,rename WindowToHwnd => WndToHwnd etc.,https://github.com/sumatrapdfreader/sumatrapdf/commit/64b82b8c43a0d9ad417b8775c1e76532082f8b14
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,5fc16bd,Krzysztof Kowalczyk,2025-06-16T10:57:03Z,tweak build: make ext/darkmodlibe/include path available while compiling,https://github.com/sumatrapdfreader/sumatrapdf/commit/5fc16bd97f3e73736e8270f75227bae5cfba64ed
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,db7e31c,Krzysztof Kowalczyk,2025-06-16T10:50:07Z,better menu drawing with themes  use darkmodelib instead of our own custom draw,https://github.com/sumatrapdfreader/sumatrapdf/commit/db7e31c403671dae20c2cb3c61936a51a1c116b9
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,11ed504,Krzysztof Kowalczyk,2025-06-16T09:43:27Z,fix cast in MkFunc0() which fails on gcc,https://github.com/sumatrapdfreader/sumatrapdf/commit/11ed504a1d3371ee508e95def61bdcdb0a81d988
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,b3b9cab,Krzysztof Kowalczyk,2025-06-15T20:25:06Z,add darkmodelib to versions.txt,https://github.com/sumatrapdfreader/sumatrapdf/commit/b3b9cabd312d7d1937a3068832ac430a42f77c6e
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,0ec2fc1,Krzysztof Kowalczyk,2025-06-15T20:21:26Z,update darkmodelib,https://github.com/sumatrapdfreader/sumatrapdf/commit/0ec2fc1e3b5768afa1e8b16e0cb60d40b40543b7
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,837d575,Krzysztof Kowalczyk,2025-06-15T18:31:10Z,don't require pressing Enter for upload,https://github.com/sumatrapdfreader/sumatrapdf/commit/837d5758a8568bd18c2634624b27736b6085a0cc
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,7b4c32f,Krzysztof Kowalczyk,2025-06-15T15:20:19Z,add darkmodelib files to SumatraPDF-dll project,https://github.com/sumatrapdfreader/sumatrapdf/commit/7b4c32f20e70575892ea869ffbe3d8c1d89933e2
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,0935d25,Krzysztof Kowalczyk,2025-06-15T14:44:13Z,use runtime gUseDarkModeLib instead of compile time USE_DARKMODE_LIB,https://github.com/sumatrapdfreader/sumatrapdf/commit/0935d252e097f10f901906ebc5ed9e795e59cfae
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,bb9f2ec,Krzysztof Kowalczyk,2025-06-15T14:27:19Z,remove StdAfx.h,https://github.com/sumatrapdfreader/sumatrapdf/commit/bb9f2ec333b2084056a536368da3e74ed19a8a22
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,f0a071c,Krzysztof Kowalczyk,2025-06-15T14:25:59Z,fix Theme.h (We don't #include .h files in .h files),https://github.com/sumatrapdfreader/sumatrapdf/commit/f0a071c0195c039f1c1aef2e7a627d2be422653c
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,0f4e6b7,Krzysztof Kowalczyk,2025-06-15T14:18:48Z,remove unused darkmodelib files,https://github.com/sumatrapdfreader/sumatrapdf/commit/0f4e6b7da09cc0c57e1a6ad4ef0dc6b626e48fe3
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,89d047b,Krzysztof Kowalczyk,2025-06-15T14:05:43Z,add darkmodelib files to the project,https://github.com/sumatrapdfreader/sumatrapdf/commit/89d047bbeb476ae9abb6dec41db3b99e1dfe1536
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,4da69fc,ozone10,2025-06-08T07:53:38Z,Apply full dark mode on dark themes,https://github.com/sumatrapdfreader/sumatrapdf/commit/4da69fcd4b44a1e2f30eacd58f4161db7c4d9eee
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,929cc6a,ozone10,2025-06-08T07:15:13Z,Add darkmodelib files,https://github.com/sumatrapdfreader/sumatrapdf/commit/929cc6ab3033525991c3c826dcfc0a8eac45c0e6
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,ec5fd4f,Krzysztof Kowalczyk,2025-06-15T13:26:35Z,update translations,https://github.com/sumatrapdfreader/sumatrapdf/commit/ec5fd4f17cad6330b1c8701d2b520ec49d6822d7
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,6383901,Krzysztof Kowalczyk,2025-06-15T13:12:12Z,add logvf() for verbose logging; remove NO_LOG; add BlittableBitmapByteSize()  and RenderCache::LogCacheSize(),https://github.com/sumatrapdfreader/sumatrapdf/commit/63839013902f29efcc6446fb4384fb5d5f7ac561
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,f9f99c5,Krzysztof Kowalczyk,2025-06-15T12:56:35Z,move RenderCacheThread out of RenderCache class,https://github.com/sumatrapdfreader/sumatrapdf/commit/f9f99c50839c64a92d25a3ac914f1ea8e342f547
